name,code
멕아이씨에스,058110.KQ
멜파스,096640.KQ
모델솔루션,417970.KQ
모두투어,080160.KQ
무림SP,001810.KQ
미래에셋벤처투자,100790.KQ
미래에셋비전스팩1호,412930.KQ
부스타,008470.KQ
비덴트,121800.KQ
비엘,142760.KQ
비트컴퓨터,032850.KQ
비피도,238200.KQ
삼륭물산,014970.KQ
삼양옵틱스,225190.KQ
삼일기업공사,002290.KQ
삼표시멘트,038500.KQ
삼화네트웍스,046390.KQ
상보,027580.KQ
상신이디피,091580.KQ
상지카일룸,042940.KQ
서울리거,043710.KQ
성우하이텍,015750.KQ
성일하이텍,365340.KQ
세경하이테크,148150.KQ
세명전기,017510.KQ
셀바스AI,108860.KQ
솔고바이오,043100.KQ
솔브레인,357780.KQ
슈프리마,236200.KQ
스카이문스테크놀로지,033790.KQ
신라섬유,001000.KQ
싸이맥스,160980.KQ
쎄트렉아이,099320.KQ
씨앤씨인터내셔널,352480.KQ
씨앤투스성진,352700.KQ
아가방컴퍼니,013990.KQ
아모그린텍,125210.KQ
아모텍,052710.KQ
아미코젠,092040.KQ
아스플로,159010.KQ
아이엠,101390.KQ
아이퀘스트,262840.KQ
안국약품,001540.KQ
액트로,290740.KQ
에스티팜,237690.KQ
에이비프로바이오,195990.KQ
에이스침대,003800.KQ
에이프릴바이오,397030.KQ
에코마케팅,230360.KQ
에프알텍,073540.KQ
에프앤리퍼블릭,064090.KQ
엔에이치스팩24호,437780.KQ
엔지켐생명과학,183490.KQ
엠에프엠코리아,323230.KQ
영신금속,007530.KQ
영풍정밀,036560.KQ
예림당,036000.KQ
오공,045060.KQ
오성첨단소재,052420.KQ
옵투스제약,131030.KQ
옵트론텍,082210.KQ
와이더플래닛,321820.KQ
와이지-원,019210.KQ
우리로,046970.KQ
우림피티에스,101170.KQ
우수AMS,066590.KQ
원익홀딩스,030530.KQ
원일특강,012620.KQ
위세아이텍,065370.KQ
윈하이텍,192390.KQ
유안타제8호스팩,367480.KQ
유에스티,263770.KQ
이글벳,044960.KQ
이노시스,056090.KQ
이녹스,088390.KQ
이랜시스,264850.KQ
이브이첨단소재,131400.KQ
이삭엔지니어링,351330.KQ
이엠앤아이,083470.KQ
이지케어텍,099750.KQ
인선이엔티,060150.KQ
인콘,083640.KQ
인텔리안테크,189300.KQ
인트론바이오,048530.KQ
인포뱅크,039290.KQ
전진바이오팜,110020.KQ
정다운,208140.KQ
정원엔시스,045510.KQ
제놀루션,225220.KQ
제로투세븐,159580.KQ
제이시스메디칼,287410.KQ
젠큐릭스,229000.KQ
조이시티,067000.KQ
지니뮤직,043610.KQ
지니틱스,303030.KQ
천보,278280.KQ
카카오게임즈,293490.KQ
케이씨피드,025880.KQ
케이엔더블유,105330.KQ
코닉오토메이션,391710.KQ
코다코,046070.KQ
코리아센터,290510.KQ
코리아에셋투자증권,190650.KQ
코메론,049430.KQ
코미팜,041960.KQ
코아시아,045970.KQ
코아시아옵틱스,196450.KQ
코원플레이,056000.KQ
코위버,056360.KQ
크루셜텍,114120.KQ
태광,023160.KQ
테고사이언스,191420.KQ
테라사이언스,073640.KQ
테라젠이텍스,066700.KQ
토박스코리아,215480.KQ
티엘아이,062860.KQ
파루,043200.KQ
파멥신,208340.KQ
파수,150900.KQ
파인디지털,038950.KQ
파트론,091700.KQ
팬엔터테인먼트,068050.KQ
펌텍코리아,251970.KQ
풍강,093380.KQ
플레이디,237820.KQ
피에스텍,002230.KQ
피엔티,137400.KQ
피코그램,376180.KQ
픽셀플러스,087600.KQ
핀텔,291810.KQ
핑거,163730.KQ
하나금융22호스팩,418170.KQ
하나마이크론,067310.KQ
하림,136480.KQ
하이제7호스팩,400840.KQ
한국정보인증,053300.KQ
한국컴퓨터,054040.KQ
한국코퍼레이션,050540.KQ
한빛소프트,047080.KQ
한일화학,007770.KQ
한창바이오텍,043090.KQ
헥토파이낸셜,234340.KQ
현대이지웰,090850.KQ
휴네시온,290270.KQ
휴먼엔,032860.KQ
휴온스글로벌,084110.KQ
흥국에프엔비,189980.KQ
CBI,013720.KQ
KCC건설,021320.KQ
KCI,036670.KQ
KG ETS,151860.KQ
KX,122450.KQ
NEW,160550.KQ
SBI핀테크솔루션즈,950110.KQ
SG&G,040610.KQ
SGA솔루션즈,184230.KQ
iMBC,052220.KQ
가온미디어,078890.KQ
경남제약,053950.KQ
고려시멘트,198440.KQ
고려제약,014570.KQ
골든센츄리,900280.KQ
국일신동,060480.KQ
국전약품,307750.KQ
기가레인,049080.KQ
나노,187790.KQ
나무가,190510.KQ
나인테크,267320.KQ
남화산업,111710.KQ
남화토건,091590.KQ
넥스트아이,137940.KQ
다산네트웍스,039560.KQ
대명소노시즌,007720.KQ
대성미생물,036480.KQ
대성엘텍,025440.KQ
대원산업,005710.KQ
대한광통신,010170.KQ
도이치모터스,067990.KQ
동국제약,086450.KQ
동일기연,032960.KQ
듀오백,073190.KQ
디엑스앤브이엑스,180400.KQ
디지아이,043360.KQ
디지털대성,068930.KQ
디케이락,105740.KQ
래몽래인,200350.KQ
레고켐바이오,141080.KQ
로보스타,090360.KQ
루멘스,038060.KQ
리드코프,012700.KQ
미래컴퍼니,049950.KQ
바이옵트로,222160.KQ
박셀바이오,323990.KQ
배럴,267790.KQ
베셀,177350.KQ
보라티알,250000.KQ
브레인즈컴퍼니,099390.KQ
브리지텍,064480.KQ
비보존 헬스케어,082800.KQ
비즈니스온,138580.KQ
삼목에스폼,018310.KQ
삼진엘앤디,054090.KQ
삼천리자전거,024950.KQ
삼현철강,017480.KQ
새빗켐,107600.KQ
서산,079650.KQ
서전기전,189860.KQ
선익시스템,171090.KQ
선진뷰티사이언스,086710.KQ
성호전자,043260.KQ
세운메디칼,100700.KQ
셀피글로벌,068940.KQ
솔트웨어,328380.KQ
스튜디오드래곤,253450.KQ
시공테크,020710.KQ
시큐브,131090.KQ
신도기연,290520.KQ
신테카바이오,226330.KQ
쎄노텍,222420.KQ
씨에스베어링,297090.KQ
씨큐브,101240.KQ
씨티케이,260930.KQ
아모센스,357580.KQ
아이디피,332370.KQ
아이스크림에듀,289010.KQ
아이씨디,040910.KQ
아이즈비전,031310.KQ
아즈텍WB,032080.KQ
아진산업,013310.KQ
알티캐스트,085810.KQ
압타바이오,293780.KQ
애니젠,196300.KQ
어스앤에어로스페이스,263540.KQ
얼라인드,238120.KQ
에브리봇,270660.KQ
에스앤디,260970.KQ
에스제이그룹,306040.KQ
에스트래픽,234300.KQ
에이디칩스,054630.KQ
에이루트,096690.KQ
에이비엘바이오,298380.KQ
엑셈,205100.KQ
엔지스테크널러지,208860.KQ
엔케이맥스,182400.KQ
엔텔스,069410.KQ
엘디티,096870.KQ
엘비세미콘,061970.KQ
영림원소프트랩,060850.KQ
오스템임플란트,048260.KQ
오텍,067170.KQ
와이즈버즈,273060.KQ
우리바이오,082850.KQ
원텍,336570.KQ
원풍,008370.KQ
위닉스,044340.KQ
위메이드,112040.KQ
위메이드맥스,101730.KQ
유비벨록스,089850.KQ
유비쿼스,264450.KQ
유아이엘,049520.KQ
유안타제10호스팩,435380.KQ
유안타제9호스팩,430700.KQ
유진스팩7호,388800.KQ
유진스팩8호,413630.KQ
유틸렉스,263050.KQ
이건홀딩스,039020.KQ
이노와이어리스,073490.KQ
이니텍,053350.KQ
이미지스,115610.KQ
이화전기,024810.KQ
인바디,041830.KQ
인산가,277410.KQ
인지디스플레,037330.KQ
인트로메딕,150840.KQ
자이언트스텝,289220.KQ
재영솔루텍,049630.KQ
제이티,089790.KQ
제일테크노스,038010.KQ
좋은사람들,033340.KQ
지투파워,388050.KQ
진성티이씨,036890.KQ
청담글로벌,362320.KQ
초록뱀미디어,047820.KQ
캐리소프트,317530.KQ
캠시스,050110.KQ
컴투스홀딩스,063080.KQ
케어랩스,263700.KQ
케어젠,214370.KQ
케이피에프,024880.KQ
코스맥스엔비티,222040.KQ
코스메카코리아,241710.KQ
코이즈,121850.KQ
코프라,126600.KQ
키움제7호스팩,433530.KQ
태성,323280.KQ
태양,053620.KQ
태웅로직스,124560.KQ
토비스,051360.KQ
티비씨,033830.KQ
티엘비,356860.KQ
파나진,046210.KQ
파버나인,177830.KQ
퓨런티어,370090.KQ
프로이천,321260.KQ
프로텍,053610.KQ
플래티어,367000.KQ
피씨엘,241820.KQ
하나금융16호스팩,343510.KQ
한국알콜,017890.KQ
한국정보통신,025770.KQ
한국캐피탈,023760.KQ
한일단조,024740.KQ
해성옵틱스,076610.KQ
현우산업,092300.KQ
협진,138360.KQ
형지I&C,011080.KQ
DSC인베스트먼트,241520.KQ
EDGC,245620.KQ
EG,037370.KQ
GST,083450.KQ
HK이노엔,195940.KQ
IBKS제18호스팩,424760.KQ
IBKS제19호스팩,426550.KQ
ITX-AI,099520.KQ
KBG,318000.KQ
MDS테크,086960.KQ
PN풍년,024940.KQ
SDN,099220.KQ
가비아,079940.KQ
경남스틸,039240.KQ
경동제약,011040.KQ
골드앤에스,035290.KQ
골드퍼시픽,038530.KQ
글로벌텍스프리,204620.KQ
내츄럴엔도텍,168330.KQ
네오셈,253590.KQ
네오위즈홀딩스,042420.KQ
넥슨게임즈,225570.KQ
뉴프렉스,085670.KQ
대신밸런스제11호스팩,397500.KQ
대양전기공업,108380.KQ
대주산업,003310.KQ
덕산테코피아,317330.KQ
동진쎄미켐,005290.KQ
드림어스컴퍼니,060570.KQ
디바이스이엔지,187870.KQ
디비금융스팩10호,404950.KQ
디알젬,263690.KQ
디에스앤엘,141020.KQ
램테크놀러지,171010.KQ
레이언스,228850.KQ
레이크머티리얼즈,281740.KQ
루닛,328130.KQ
리노스,039980.KQ
링네트,042500.KQ
마이크로프랜드,147760.KQ
메가스터디교육,215200.KQ
메드팩토,235980.KQ
메디톡스,086900.KQ
모베이스전자,012860.KQ
모비데이즈,363260.KQ
모아데이타,288980.KQ
모코엠시스,333050.KQ
모헨즈,006920.KQ
미코,059090.KQ
바른전자,064520.KQ
바이넥스,053030.KQ
바이브컴퍼니,301300.KQ
바이오톡스텍,086040.KQ
바이온,032980.KQ
블루콤,033560.KQ
비에이치아이,083650.KQ
비트나인,357880.KQ
사람인에이치알,143240.KQ
삼아제약,009300.KQ
삼일,032280.KQ
삼지전자,037460.KQ
상상인인더스트리,101000.KQ
상아프론테크,089980.KQ
새로닉스,042600.KQ
샤페론,378800.KQ
서연탑메탈,019770.KQ
서울반도체,046890.KQ
서울전자통신,027040.KQ
서원인텍,093920.KQ
서진시스템,178320.KQ
서호전기,065710.KQ
성창오토텍,080470.KQ
세보엠이씨,011560.KQ
세종텔레콤,036630.KQ
세중,039310.KQ
셀트리온헬스케어,091990.KQ
슈프리마에이치큐,094840.KQ
시그네틱스,033170.KQ
시노펙스,025320.KQ
신영스팩7호,419270.KQ
신한제7호스팩,366330.KQ
씨아이에스,222080.KQ
씨앤지하이테크,264660.KQ
씨엔알리서치,359090.KQ
아세아텍,050860.KQ
아시아종묘,154030.KQ
아우딘퓨쳐스,227610.KQ
아이윈플러스,123010.KQ
알에스오토메이션,140670.KQ
알톤스포츠,123750.KQ
액션스퀘어,205500.KQ
에스디생명공학,217480.KQ
에스씨엠생명과학,298060.KQ
에스엔유,080000.KQ
에스텍파마,041910.KQ
에이스테크,088800.KQ
에이치엠씨제5호스팩,353060.KQ
에이티세미콘,089530.KQ
에이프로,262260.KQ
에이피티씨,089970.KQ
에프에스티,036810.KQ
엑스큐어,070300.KQ
엔시스,333620.KQ
엔에스,217820.KQ
엔켐,348370.KQ
엔투텍,227950.KQ
엔피디,198080.KQ
엘비루셈,376190.KQ
엘앤씨바이오,290650.KQ
엘오티베큠,083310.KQ
엠브레인,169330.KQ
엠투아이,347890.KQ
엠플러스,259630.KQ
예스24,053280.KQ
오가닉티코스메틱,900300.KQ
오르비텍,046120.KQ
오스테오닉,226400.KQ
오토앤,353590.KQ
오하임아이엔티,309930.KQ
와이아이케이,232140.KQ
와이어블,065530.KQ
와이팜,332570.KQ
우리산업홀딩스,072470.KQ
우양,103840.KQ
원익QnC,074600.KQ
위지윅스튜디오,299900.KQ
윌링스,313760.KQ
유니트론텍,142210.KQ
유아이디,069330.KQ
유일에너테크,340930.KQ
유진스팩6호,373340.KQ
이글루,067920.KQ
이루온,065440.KQ
이수앱지스,086890.KQ
이엘피,063760.KQ
이큐셀,160600.KQ
이트론,096040.KQ
인탑스,049070.KQ
인포마크,175140.KQ
일신바이오,068330.KQ
잉글우드랩,950140.KQ
제너셈,217190.KQ
제노레이,122310.KQ
제룡전기,033100.KQ
제주맥주,276730.KQ
젬백스,082270.KQ
지란지교시큐리티,208350.KQ
지엔코,065060.KQ
지오엘리먼트,311320.KQ
참좋은여행,094850.KQ
칩스앤미디어,094360.KQ
컴퍼니케이,307930.KQ
케이사인,192250.KQ
케이아이엔엑스,093320.KQ
켐온,217600.KQ
켐트로스,220260.KQ
코세스,089890.KQ
코엔텍,029960.KQ
코웰패션,033290.KQ
코윈테크,282880.KQ
큐브엔터,182360.KQ
크로바하이텍,043590.KQ
태웅,044490.KQ
테크윙,089030.KQ
티로보틱스,117730.KQ
티씨케이,064760.KQ
파라다이스,034230.KQ
파이버프로,368770.KQ
파인테크닉스,106240.KQ
파인텍,131760.KQ
파크시스템스,140860.KQ
펄어비스,263750.KQ
펩트론,087010.KQ
포스코 ICT,022100.KQ
폴라리스우노,114630.KQ
풍국주정,023900.KQ
퓨쳐켐,220100.KQ
프로스테믹스,203690.KQ
프리시젼바이오,335810.KQ
플래스크,041590.KQ
피씨디렉트,051380.KQ
피엔에이치테크,239890.KQ
피플바이오,304840.KQ
하나금융15호스팩,341160.KQ
하나머티리얼즈,166090.KQ
하이로닉,149980.KQ
하이텍팜,106190.KQ
한국유니온제약,080720.KQ
한솔아이원스,114810.KQ
한일사료,005860.KQ
해성티피씨,059270.KQ
헝셩그룹,900270.KQ
현대에이치티,039010.KQ
화일약품,061250.KQ
효성오앤비,097870.KQ
휴럼,353190.KQ
휴림네트웍스,192410.KQ
휴센텍,215090.KQ
휴엠앤씨,263920.KQ
휴젤,145020.KQ
3S,060310.KQ
CJ프레시웨이,051500.KQ
CNH,023460.KQ
DB금융스팩9호,367360.KQ
DMS,068790.KQ
GRT,900290.KQ
HB솔루션,297890.KQ
HLB,028300.KQ
HLB제약,047920.KQ
HLB테라퓨틱스,115450.KQ
KG모빌리언스,046440.KQ
LX세미콘,108320.KQ
SBS콘텐츠허브,046140.KQ
SK증권제8호스팩,435870.KQ
SV인베스트먼트,289080.KQ
TPC,048770.KQ
TS인베스트먼트,246690.KQ
YTN,040300.KQ
YW,051390.KQ
가온칩스,399720.KQ
광무,029480.KQ
교보11호스팩,397880.KQ
교보12호스팩,421800.KQ
나노캠텍,091970.KQ
나무기술,242040.KQ
나이스디앤비,130580.KQ
나이스정보통신,036800.KQ
네오오토,212560.KQ
네오이뮨텍,950220.KQ
노바텍,285490.KQ
녹원씨엔아이,065560.KQ
누보,332290.KQ
뉴보텍,060260.KQ
뉴지랩파마,214870.KQ
대신정보통신,020180.KQ
대원미디어,048910.KQ
대호특수강,021040.KQ
대화제약,067080.KQ
덕우전자,263600.KQ
데브시스터즈,194480.KQ
동신건설,025950.KQ
동아화성,041930.KQ
디모아,016670.KQ
디앤씨미디어,263720.KQ
디와이씨,310870.KQ
디이엔티,079810.KQ
라온피플,300120.KQ
랩지노믹스,084650.KQ
로보로보,215100.KQ
로스웰,900260.KQ
리메드,302550.KQ
린드먼아시아,277070.KQ
마크로젠,038290.KQ
멀티캠퍼스,067280.KQ
모베이스,101330.KQ
모아텍,033200.KQ
미스터블루,207760.KQ
바른손이앤에이,035620.KQ
바이오니아,064550.KQ
바이오다인,314930.KQ
바이오스마트,038460.KQ
바텍,043150.KQ
버킷스튜디오,066410.KQ
베노홀딩스,206400.KQ
보광산업,225530.KQ
보로노이,310210.KQ
본느,226340.KQ
브릿지바이오,288330.KQ
블리츠웨이,369370.KQ
비엠티,086670.KQ
비투엔,307870.KQ
비플라이소프트,148780.KQ
삼보모터스,053700.KQ
삼보산업,009620.KQ
삼영엠텍,054540.KQ
삼진,032750.KQ
상상인,038540.KQ
상상인제3호스팩,415580.KQ
서울바이오시스,092190.KQ
서울옥션,063170.KQ
서울제약,018680.KQ
성우테크론,045300.KQ
셀리버리,268600.KQ
소룩스,290690.KQ
소프트캠프,258790.KQ
손오공,066910.KQ
스튜디오산타클로스,204630.KQ
신성델타테크,065350.KQ
신한제8호스팩,393360.KQ
신화인터텍,056700.KQ
싸이버원,356890.KQ
싸이토젠,217330.KQ
씨유테크,376290.KQ
씨이랩,189330.KQ
아나패스,123860.KQ
아셈스,136410.KQ
아이엘사이언스,307180.KQ
아이오케이,078860.KQ
아이톡시,052770.KQ
아주IB투자,027360.KQ
안랩,053800.KQ
알서포트,131370.KQ
알파홀딩스,117670.KQ
알피바이오,314140.KQ
에너토크,019990.KQ
에스에이엠티,031330.KQ
에스피지,058610.KQ
에이비온,203400.KQ
에이프로젠 H&G,109960.KQ
에치에프알,230240.KQ
에코바이오,038870.KQ
에코캡,128540.KQ
에프앤가이드,064850.KQ
에프엔에스테크,083500.KQ
엔에이치스팩20호,391060.KQ
엘아이에스,138690.KQ
엘앤에프,066970.KQ
엘엠에스,073110.KQ
엠아이텍,179290.KQ
엠에스오토텍,123040.KQ
엠케이전자,033160.KQ
오션브릿지,241790.KQ
오스템,031510.KQ
오픈엣지테크놀로지,394280.KQ
올리패스,244460.KQ
와이엠씨,155650.KQ
와이엠티,251370.KQ
와이제이엠게임즈,193250.KQ
와토스코리아,079000.KQ
우리넷,115440.KQ
원익IPS,240810.KQ
위드텍,348350.KQ
위메이드플레이,123420.KQ
위지트,036090.KQ
윈스,136540.KQ
윈텍,320000.KQ
유니슨,018000.KQ
유니크,011320.KQ
유진테크,084370.KQ
유테크,178780.KQ
이상네트웍스,080010.KQ
이스트아시아홀딩스,900110.KQ
이엔드디,101360.KQ
이오플로우,294090.KQ
이즈미디어,181340.KQ
이퓨쳐,134060.KQ
이화공영,001840.KQ
인터엠,017250.KQ
인피니트헬스케어,071200.KQ
장원테크,174880.KQ
제노코,361390.KQ
제이웨이,058420.KQ
젬백스링크,064800.KQ
조광ILI,044060.KQ
줌인터넷,239340.KQ
중앙백신,072020.KQ
지니너스,389030.KQ
진바이오텍,086060.KQ
진시스템,363250.KQ
초록뱀이앤엠,131100.KQ
카나리아바이오,016790.KQ
카스,016920.KQ
카페24,042000.KQ
컴투스,078340.KQ
케스피온,079190.KQ
케이비제22호스팩,436530.KQ
케이에스피,073010.KQ
코나아이,052400.KQ
코디엠,224060.KQ
코센,009730.KQ
코텍,052330.KQ
큐로홀딩스,051780.KQ
큐리언트,115180.KQ
크리스탈신소재,900250.KQ
크린앤사이언스,045520.KQ
클래시스,214150.KQ
클리노믹스,352770.KQ
키네마스터,139670.KQ
투비소프트,079970.KQ
팅크웨어,084730.KQ
파마리서치,214450.KQ
파인엠텍,441270.KQ
팜스토리,027710.KQ
포바이포,389140.KQ
포시에스,189690.KQ
포인트모바일,318020.KQ
폴라리스오피스,041020.KQ
푸드나무,290720.KQ
피에이치씨,057880.KQ
피에이치에이,043370.KQ
피제이메탈,128660.KQ
하나금융21호스팩,406760.KQ
한국전자인증,041460.KQ
한국큐빅,021650.KQ
해성산업,034810.KQ
현대에버다임,041440.KQ
홈캐스트,064240.KQ
휴메딕스,200670.KQ
흥구석유,024060.KQ
DB금융스팩8호,367340.KQ
FSN,214270.KQ
GH신소재,130500.KQ
IBKS제13호스팩,351340.KQ
JTC,950170.KQ
JYP Ent.,035900.KQ
KBI메탈,024840.KQ
KPX생명과학,114450.KQ
RFHIC,218410.KQ
RF머트리얼즈,327260.KQ
UCI,038340.KQ
WI,073570.KQ
경창산업,024910.KQ
고려신용정보,049720.KQ
광진실업,026910.KQ
국보디자인,066620.KQ
그린플러스,186230.KQ
기산텔레콤,035460.KQ
나노씨엠에스,247660.KQ
네오위즈,095660.KQ
네패스,033640.KQ
넥스트칩,396270.KQ
대림제지,017650.KQ
대성하이텍,129920.KQ
대원,007680.KQ
대한뉴팜,054670.KQ
덕산하이메탈,077360.KQ
덕신하우징,090410.KQ
동국S&C,100130.KQ
동운아나텍,094170.KQ
디아이티,110990.KQ
디아크,078590.KQ
디에스케이,109740.KQ
디와이디,219550.KQ
디케이앤디,263020.KQ
디케이티,290550.KQ
라온시큐어,042510.KQ
라이트론,069540.KQ
라파스,214260.KQ
레이저쎌,412350.KQ
리더스코스메틱,016100.KQ
마이크로컨텍솔,098120.KQ
메디프론,065650.KQ
메지온,140410.KQ
미디어젠,279600.KQ
미래나노텍,095500.KQ
미래에셋대우스팩 5호,353490.KQ
바이오로그디바이스,208710.KQ
바이오플러스,099430.KQ
바이젠셀,308080.KQ
베스파,299910.KQ
뷰웍스,100120.KQ
비에이치,090460.KQ
비올,335890.KQ
비츠로셀,082920.KQ
비츠로테크,042370.KQ
비케이홀딩스,050090.KQ
빅텍,065450.KQ
삼성머스트스팩5호,380320.KQ
삼천당제약,000250.KQ
서린바이오,038070.KQ
서부T&D,006730.KQ
서암기계공업,100660.KQ
석경에이티,357550.KQ
세화피앤씨,252500.KQ
셀레믹스,331920.KQ
셀리드,299660.KQ
소니드,060230.KQ
솔루에타,154040.KQ
수산아이앤티,050960.KQ
수젠텍,253840.KQ
스맥,099440.KQ
시너지이노베이션,048870.KQ
신라에스지,025870.KQ
신일제약,012790.KQ
신한제10호스팩,418210.KQ
신화콘텍,187270.KQ
심텍,222800.KQ
쎄니트,037760.KQ
씨젠,096530.KQ
씨티씨바이오,060590.KQ
아리온,058220.KQ
아비코전자,036010.KQ
아이디스홀딩스,054800.KQ
아이쓰리시스템,214430.KQ
알테오젠,196170.KQ
애드바이오텍,179530.KQ
애머릿지,900100.KQ
앱코,129890.KQ
에스에이티,060540.KQ
에스엘바이오닉스,214310.KQ
에스엠코어,007820.KQ
에스코넥,096630.KQ
에스티오,098660.KQ
에이치앤비디자인,227100.KQ
에이치엘사이언스,239610.KQ
에이치엠씨제4호스팩,353070.KQ
에이치와이티씨,148930.KQ
에이테크솔루션,071670.KQ
에코프로,086520.KQ
에코프로비엠,247540.KQ
에프엔씨엔터,173940.KQ
엔브이에이치코리아,067570.KQ
엔시트론,101400.KQ
엔에프씨,265740.KQ
엘컴텍,037950.KQ
엠로,058970.KQ
엠벤처투자,019590.KQ
엠에스씨,009780.KQ
연우,115960.KQ
영창케미칼,112290.KQ
오리엔탈정공,014940.KQ
오킨스전자,080580.KQ
와이솔,122990.KQ
와이엔텍,067900.KQ
와이오엠,066430.KQ
우원개발,046940.KQ
웹젠,069080.KQ
웹케시,053580.KQ
위더스제약,330350.KQ
유네코,064510.KQ
유라테크,048430.KQ
유바이오로직스,206650.KQ
유일로보틱스,388720.KQ
육일씨엔에쓰,191410.KQ
율호,072770.KQ
이노뎁,303530.KQ
이엠코리아,095190.KQ
이지바이오,353810.KQ
인카금융서비스,211050.KQ
인화정공,101930.KQ
일지테크,019540.KQ
제넨바이오,072520.KQ
제이에스티나,026040.KQ
제이엠아이,033050.KQ
제일바이오,052670.KQ
제일전기공업,199820.KQ
지나인제약,078650.KQ
지더블유바이텍,036180.KQ
지엔원에너지,270520.KQ
진로발효,018120.KQ
차백신연구소,261780.KQ
체리부로,066360.KQ
케이디켐,221980.KQ
케이비제21호스팩,424140.KQ
케이씨에스,115500.KQ
케이씨티,089150.KQ
케이엠더블유,032500.KQ
케이옥션,102370.KQ
케이피에스,256940.KQ
코난테크놀로지,402030.KQ
코맥스,036690.KQ
코아스템,166480.KQ
쿠콘,294570.KQ
큐렉소,060280.KQ
큐로컴,040350.KQ
큐캐피탈,016600.KQ
키이스트,054780.KQ
티앤엘,340570.KQ
티에스아이,277880.KQ
티에스이,131290.KQ
파세코,037070.KQ
판타지오,032800.KQ
팜스빌,318010.KQ
팬스타엔터프라이즈,054300.KQ
포메탈,119500.KQ
푸른저축은행,007330.KQ
플레이위드,023770.KQ
피엔케이피부임상연구센타,347740.KQ
피피아이,062970.KQ
필옵틱스,161580.KQ
핌스,347770.KQ
하나금융23호스팩,427950.KQ
하나머스트7호스팩,372290.KQ
한국파마,032300.KQ
한송네오텍,226440.KQ
한창산업,079170.KQ
핸디소프트,220180.KQ
현대공업,170030.KQ
화신정공,126640.KQ
휴마시스,205470.KQ
휴맥스,115160.KQ
휴맥스홀딩스,028080.KQ
휴비츠,065510.KQ
흥국,010240.KQ
CMG제약,058820.KQ
CSA 코스믹,083660.KQ
EV수성,084180.KQ
HB테크놀러지,078150.KQ
IBKS제12호스팩,335870.KQ
IBKS제16호스팩,388790.KQ
KD,044180.KQ
KG이니시스,035600.KQ
KNN,058400.KQ
NE능률,053290.KQ
NHN한국사이버결제,060250.KQ
SBI인베스트먼트,019550.KQ
SBW생명과학,151910.KQ
SG,255220.KQ
SM C&C,048550.KQ
YBM넷,057030.KQ
강원에너지,114190.KQ
구영테크,053270.KQ
금강철강,053260.KQ
나라엠앤디,051490.KQ
나우IB,293580.KQ
네오펙트,290660.KQ
네이블커뮤니케이션즈,153460.KQ
네패스아크,330860.KQ
노블엠앤비,106520.KQ
녹십자엠에스,142280.KQ
다올인베스트먼트,298870.KQ
다원시스,068240.KQ
대동금속,020400.KQ
대동기어,008830.KQ
대륙제관,004780.KQ
대명에너지,389260.KQ
대모,317850.KQ
대보마그네틱,290670.KQ
대성창투,027830.KQ
대정화금,120240.KQ
대창스틸,140520.KQ
대한그린파워,060900.KQ
동성화인텍,033500.KQ
동양에스텍,060380.KQ
동양이엔피,079960.KQ
동우팜투테이블,088910.KQ
디와이피엔에프,104460.KQ
디젠스,113810.KQ
러셀,217500.KQ
레이,228670.KQ
로지시스,067730.KQ
매일유업,267980.KQ
메가스터디,072870.KQ
메디포스트,078160.KQ
명성티엔에스,257370.KQ
모다이노칩,080420.KQ
모바일어플라이언스,087260.KQ
모비릭스,348030.KQ
미투온,201490.KQ
미투젠,950190.KQ
바디텍메드,206640.KQ
바이오솔루션,086820.KQ
범한퓨얼셀,382900.KQ
부방,014470.KQ
뷰노,338220.KQ
브이원텍,251630.KQ
비나텍,126340.KQ
비스토스,419540.KQ
비엘팜텍,065170.KQ
삼성스팩6호,425290.KQ
삼영에스앤씨,361670.KQ
상신전자,263810.KQ
서플러스글로벌,140070.KQ
서한,011370.KQ
선광,003100.KQ
선바이오,067370.KQ
성광벤드,014620.KQ
성우전자,081580.KQ
세코닉스,053450.KQ
센코,347000.KQ
소마젠,950200.KQ
소프트센,032680.KQ
솔본,035610.KQ
스마트솔루션즈,136510.KQ
스코넥,276040.KQ
스킨앤스킨,159910.KQ
신진에스엠,138070.KQ
신흥에스이씨,243840.KQ
심텍홀딩스,036710.KQ
쎌바이오텍,049960.KQ
씨유메디칼,115480.KQ
아미노로직스,074430.KQ
아바텍,149950.KQ
아이디스,143160.KQ
아이씨에이치,368600.KQ
아이앤씨,052860.KQ
아이에이,038880.KQ
아이티엠반도체,084850.KQ
아진엑스텍,059120.KQ
아톤,158430.KQ
아프리카TV,067160.KQ
안트로젠,065660.KQ
알엔투테크놀로지,148250.KQ
압타머사이언스,291650.KQ
액토즈소프트,052790.KQ
앤씨앤,092600.KQ
에스디시스템,121890.KQ
에스앤에스텍,101490.KQ
에스엠,041510.KQ
에스티아이,039440.KQ
에스티큐브,052020.KQ
에이치케이,044780.KQ
에이팩트,200470.KQ
엑사이엔씨,054940.KQ
엔비티,236810.KQ
엔에스엔,031860.KQ
엔에이치스팩22호,396770.KQ
엘앤케이바이오,156100.KQ
엠투엔,033310.KQ
오로스테크놀로지,322310.KQ
오리콤,010470.KQ
오비고,352910.KQ
오파스넷,173130.KQ
우리기술,032820.KQ
우리기술투자,041190.KQ
우리엔터프라이즈,037400.KQ
우리이앤엘,153490.KQ
